Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Bajaj General Insurance Limited,274,10.7k, Pune ,Insurance,Insurance | Pune +304 other locations,3.4k,3.7
Ford Motor,3,15.3k, Chennai ,Automobile,Automobile | Chennai +131 other locations,3.4k,4.2
Barclays,--,32.5k, Pune ,Banking,Banking | Pune +35 other locations,3.4k,3.7
Ceat Tyres,14,13k, Nagpur ,Auto Components,Auto Components | Nagpur +142 other locations,3.3k,3.9
RSPL Group,17,9.6k, Kanpur ,FMCG,FMCG | Kanpur +256 other locations,3.3k,4.1
TVS Credit Services Ltd,33,7.2k, Chennai ,NBFC,NBFC | Chennai +438 other locations,3.3k,4.2
HARMAN,111,24.2k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +42 other locations,3.3k,3.8
AGS Health,51,14.5k, Chennai ,Analytics & KPO,Analytics & KPO | Chennai +64 other locations,3.3k,4.0
NatWest Group,45,21.2k, Gurugram ,Banking,Banking | Gurugram +28 other locations,3.3k,4.0
Croma,15,9.2k, Mumbai ,Retail,Retail | Mumbai +192 other locations,3.3k,3.8
InterGlobe Aviation,51,13.4k, New Delhi ,Aviation,Aviation | New Delhi +105 other locations,3.3k,3.5
Conduent,331,16.9k, Bengaluru ,BPO,BPO | Bengaluru +34 other locations,3.3k,3.4
Alstom Transportation,202,15.1k, Bengaluru ,Engineering & Construction,Engineering & Construction | Bengaluru +80 other locations,3.2k,3.7
Niva Bupa Health Insurance Company,46,8.4k, New Delhi ,Insurance,Insurance | New Delhi +321 other locations,3.2k,4.0
Indian Air Force,--,5.4k, New Delhi ,Defence & Aerospace,Defence & Aerospace | New Delhi +134 other locations,3.2k,4.6
Tata Technologies,106,23k, Pune ,Engineering & Construction,Engineering & Construction | Pune +58 other locations,3.2k,3.4
GeBBS Healthcare Solutions,82,11.3k, Mumbai ,BPO,BPO | Mumbai +24 other locations,3.2k,3.8
Tata AIG,69,11.4k, Mumbai ,Insurance,Insurance | Mumbai +260 other locations,3.2k,4.0
Allcargo Logistics,32,7.1k, Mumbai ,Logistics,Logistics | Mumbai +175 other locations,3.2k,3.8
UPL,49,11.1k, Ankleshwar ,Agro Chemicals,Agro Chemicals | Ankleshwar +185 other locations,3.2k,4.1
Max Healthcare,130,10.5k, New Delhi ,Healthcare,Healthcare | New Delhi +78 other locations,3.1k,4.0
Marpu Foundation,--,60, Hyderabad ,Non-Profit,Non-Profit | Hyderabad +61 other locations,3.1k,4.9
PepsiCo,240,13.6k, Hyderabad ,Food Processing,Food Processing | Hyderabad +280 other locations,3.1k,4.0
Amazon Transportation Services,--,8.5k, Hyderabad ,Logistics,Logistics | Hyderabad +226 other locations,3.1k,4.2
Dilip Buildcon,21,8.1k, Bhopal ,Engineering & Construction,Engineering & Construction | Bhopal +229 other locations,3.1k,3.9
Titan Company,109,9.7k, Bengaluru ,Retail,Retail | Bengaluru +185 other locations,3.1k,4.2
Walmart,217,23k, Bengaluru ,Retail,Retail | Bengaluru +91 other locations,3.1k,3.5
Mankind Pharma,8,9.5k, New Delhi ,Pharma,Pharma | New Delhi +247 other locations,3.1k,3.8
Jindal Stainless,83,11.6k, Jajpur ,Iron & Steel,Iron & Steel | Jajpur +78 other locations,3.1k,4.2
Varroc Group,39,9.5k, Pune ,Auto Components,Auto Components | Pune +62 other locations,3.1k,3.6
S&P Global,601,20.6k, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +47 other locations,3.1k,4.0
Sagility,100,12k, Bengaluru ,BPO,BPO | Bengaluru +27 other locations,3.1k,3.9
MSN Laboratories,27,9.5k, Hyderabad ,Pharma,Pharma | Hyderabad +105 other locations,3.1k,3.6
Societe Generale Global Solution Centre,109,23.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +23 other locations,3.1k,3.6
Quest Global,162,21.4k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +49 other locations,3k,3.5
Afcons Infrastructure,30,8.5k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +122 other locations,3k,4.2
Future Group,--,6.7k, Mumbai ,Retail,Retail | Mumbai +207 other locations,3k,4.3
Torrent Pharmaceuticals,24,10.3k, Ahmedabad ,Pharma,Pharma | Ahmedabad +130 other locations,3k,4.0
Ola Electric Mobility,--,9.5k, Bengaluru ,Automobile,Automobile | Bengaluru +430 other locations,3k,3.3
IDFC FIRST Bharat,6,5k, Chennai ,Financial Services,Financial Services | Chennai +432 other locations,3k,4.2
ESAF Small Finance Bank,38,7.3k, Thrissur ,Banking,Banking | Thrissur +451 other locations,3k,3.6
Square Yards,62,9.3k, Gurugram ,Internet,Internet | Gurugram +51 other locations,3k,3.6
HDFC Sales,9,8.4k, Mumbai ,Financial Services,Financial Services | Mumbai +346 other locations,3k,3.9
CMS IT Services,26,9.4k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +153 other locations,3k,3.1
Zensar Technologies,150,25.6k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +29 other locations,3k,3.7
I Process Services,--,5.5k, Mumbai ,Recruitment,Recruitment | Mumbai +406 other locations,3k,3.8
DS Group,49,7.3k, Noida ,FMCG,FMCG | Noida +285 other locations,2.9k,4.1
Suzlon Group,20,7.9k, Pune ,Power,Power | Pune +141 other locations,2.9k,4.0
ACC,--,9.1k, Mumbai ,Building Material,Building Material | Mumbai +274 other locations,2.9k,3.9
Tata Elxsi,51,23.3k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +30 other locations,2.9k,3.5
Bharat Financial Inclusion,3,5.2k, Hyderabad ,Financial Services,Financial Services | Hyderabad +501 other locations,2.9k,3.7
Eternal Limited,14,14.6k, Gurugram ,Internet,Internet | Gurugram +220 other locations,2.9k,3.6
Fujitsu,126,17.4k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +41 other locations,2.9k,3.8
Indus Towers,54,9.2k, Gurugram ,Telecom,Telecom | Gurugram +243 other locations,2.9k,3.6
Shoppers Stop,47,6.9k, Mumbai ,Retail,Retail | Mumbai +84 other locations,2.9k,4.0
VVDN Technologies,12,13.8k, Gurugram ,IT Services & Consulting,IT Services & Consulting | Gurugram +49 other locations,2.9k,3.6
Nokia,131,16.7k, Bengaluru ,Telecom,Telecom | Bengaluru +167 other locations,2.9k,4.0
Apollo Tyres,--,9.9k, Chennai ,Auto Components,Auto Components | Chennai +179 other locations,2.9k,4.0
IKS Health,25,11.3k, Mumbai ,Healthcare,Healthcare | Mumbai +31 other locations,2.9k,3.6
Yazaki,1,9k, Pune ,Auto Components,Auto Components | Pune +94 other locations,2.9k,3.9
Shree Cement,4,9.9k, Beawar ,Building Material,Building Material | Beawar +257 other locations,2.8k,3.8
Fiserv,9,17.7k, Pune ,FinTech,FinTech | Pune +33 other locations,2.8k,2.9
Tata Electronics,81,11.5k, Hosur ,Semiconductors,Semiconductors | Hosur +53 other locations,2.8k,3.9
Zepto,36,9.4k, Bengaluru ,Internet,Internet | Bengaluru +104 other locations,2.8k,3.5
Britannia,10,8.4k, Pune ,FMCG,FMCG | Pune +306 other locations,2.8k,4.0
UnitedHealth,--,14.1k, Hyderabad ,Healthcare,Healthcare | Hyderabad +18 other locations,2.8k,4.0
Landmark Group,11,9.5k, Bengaluru ,Retail,Retail | Bengaluru +175 other locations,2.8k,3.8
SRF,10,9k, Bharuch ,Chemicals,Chemicals | Bharuch +68 other locations,2.8k,4.1
Dalmia Bharat Cement,2,4.9k, Guwahati ,Building Material,Building Material | Guwahati +254 other locations,2.8k,3.9
Blue Dart Express Ltd,17,6.9k, Mumbai ,Logistics,Logistics | Mumbai +279 other locations,2.7k,4.0
Kansai Nerolac Paints,68,7.7k, Mumbai ,Chemicals,Chemicals | Mumbai +254 other locations,2.7k,3.8
Nestlé,9,9.9k, Gurugram ,FMCG,FMCG | Gurugram +281 other locations,2.7k,3.8
Exide Industries,71,8.8k, Kolkata ,Auto Components,Auto Components | Kolkata +200 other locations,2.7k,3.4
Shell,73,14.1k, Bengaluru ,Oil & Gas,Oil & Gas | Bengaluru +92 other locations,2.7k,3.9
ZS,261,20.4k, Pune ,Management Consulting,Management Consulting | Pune +17 other locations,2.7k,3.1
KPMG Global Services,18,24k, Bengaluru ,Management Consulting,Management Consulting | Bengaluru +38 other locations,2.7k,3.4
Flex,59,15.8k, Chennai ,Electronics Manufacturing,Electronics Manufacturing | Chennai +46 other locations,2.7k,3.9
Whitehat jr,--,9.3k, Mumbai ,EdTech,EdTech | Mumbai +48 other locations,2.7k,3.3
Micro Labs,21,9.9k, Bengaluru ,Pharma,Pharma | Bengaluru +152 other locations,2.7k,3.6
Star Health & Allied Insurance,25,10.2k, Chennai ,Insurance,Insurance | Chennai +333 other locations,2.7k,3.5
TVS Supply Chain Solutions,14,8.5k, Chennai ,Logistics,Logistics | Chennai +154 other locations,2.7k,3.8
ElasticRun,1,6.2k, Pune ,Logistics,Logistics | Pune +387 other locations,2.7k,3.6
Capita,56,12.8k, Pune ,BPO,BPO | Pune +31 other locations,2.7k,3.5
Exl India,1,15.9k, New Delhi ,Logistics,Logistics | New Delhi +45 other locations,2.6k,3.5
KFintech,--,11.2k, Hyderabad ,Financial Services,Financial Services | Hyderabad +114 other locations,2.6k,3.3
G4S,798,5.1k, Gurugram ,Law Enforcement & Security,Law Enforcement & Security | Gurugram +165 other locations,2.6k,4.0
Voltas,7,8.6k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +207 other locations,2.6k,4.0
Blue Star,31,9.9k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +147 other locations,2.6k,4.1
Sonalika Tractors,3,9k, Hoshiarpur ,Automobile,Automobile | Hoshiarpur +195 other locations,2.6k,3.6
Ajanta Pharma,8,8.8k, Mumbai ,Pharma,Pharma | Mumbai +118 other locations,2.6k,3.9
Care Health Insurance,79,8.7k, Gurugram ,Insurance,Insurance | Gurugram +247 other locations,2.6k,3.6
BlackBuck,24,6.5k, Bengaluru ,Internet,Internet | Bengaluru +366 other locations,2.6k,3.7
Movate,105,15k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +38 other locations,2.6k,3.1
Domino's Pizza,--,4.3k, New Delhi ,Hospitality,Hospitality | New Delhi +252 other locations,2.6k,3.9
Physicswallah,298,8.5k, Noida ,EdTech,EdTech | Noida +128 other locations,2.6k,3.6
Gallagher,126,14.3k, Bengaluru ,Insurance,Insurance | Bengaluru +29 other locations,2.6k,3.7
NoBroker,360,10.7k, Bengaluru ,Internet,Internet | Bengaluru +47 other locations,2.6k,3.0
Foxconn,17,10.7k, Chennai ,Electronics Manufacturing,Electronics Manufacturing | Chennai +62 other locations,2.6k,3.9
Fortis Healthcare,824,7.6k, New Delhi ,Healthcare,Healthcare | New Delhi +70 other locations,2.6k,4.0
Adani Power,--,10k, Mundra ,Power,Power | Mundra +128 other locations,2.6k,3.7
DBS Bank,136,13.1k, Hyderabad ,Banking,Banking | Hyderabad +178 other locations,2.6k,3.7
ACT Fibernet,149,7.8k, Hyderabad ,Telecom,Telecom | Hyderabad +57 other locations,2.6k,3.9
Himalaya Wellness,48,6.2k, Bengaluru ,Pharma,Pharma | Bengaluru +241 other locations,2.5k,4.0
Tata Advanced Systems,--,12.8k, Bengaluru ,Defence & Aerospace,Defence & Aerospace | Bengaluru +58 other locations,2.5k,3.7
Sahrudaya Healthcare (Medicover Hospitals),37,3.5k, Hyderabad ,Healthcare,Healthcare | Hyderabad +46 other locations,2.5k,4.4
Foundever,82,8.9k, Hyderabad ,BPO,BPO | Hyderabad +22 other locations,2.5k,3.3
Photon Interactive,784,7.4k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +19 other locations,2.5k,4.1
BT Group,7,11.6k, Gurugram ,Telecom,Telecom | Gurugram +25 other locations,2.5k,3.8
Sterlite Technologies,117,10.1k, Chhatrapati Sambhajinagar ,Hardware & Networking,Hardware & Networking | Chhatrapati Sambhajinagar +101 other locations,2.5k,3.8
IntouchCX,221,10k, Hyderabad ,BPO,BPO | Hyderabad +22 other locations,2.5k,2.7
V-Mart,18,4.4k, Gurugram ,Retail,Retail | Gurugram +284 other locations,2.5k,4.0
Alldigi Tech,46,7.6k, Chennai ,BPO,BPO | Chennai +36 other locations,2.5k,3.9
Bajaj Electricals,21,7.5k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +235 other locations,2.5k,3.9
Tractors and Farm Equipment,20,8.5k, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +192 other locations,2.5k,3.9
Sammaan Capital Limited,12,5.8k, Gurugram ,NBFC,NBFC | Gurugram +201 other locations,2.5k,3.8
Laurus Labs,4,7.3k, Visakhapatnam ,Pharma,Pharma | Visakhapatnam +34 other locations,2.5k,4.3
Northern Trust Operating Services,65,17.3k, Bengaluru ,Financial Services,Financial Services | Bengaluru +27 other locations,2.5k,3.6
JCB,--,9.6k, Pune ,Industrial Machinery,Industrial Machinery | Pune +113 other locations,2.5k,3.9
Parle Agro,--,6.7k, Mumbai ,Beverage,Beverage | Mumbai +258 other locations,2.5k,4.0
Canara HSBC Life Insurance,4,6.3k, Gurugram ,Insurance,Insurance | Gurugram +321 other locations,2.5k,3.6
Planet Spark,73,3.5k, Gurugram ,EdTech,EdTech | Gurugram +61 other locations,2.4k,3.8
McDonald's,3,4.9k, New Delhi ,Hospitality,Hospitality | New Delhi +151 other locations,2.4k,3.9
Patanjali Ayurved,--,5.8k, Haridwar ,FMCG,FMCG | Haridwar +301 other locations,2.4k,3.9
ICICI Securities,1,9.7k, Mumbai ,Financial Services,Financial Services | Mumbai +148 other locations,2.4k,3.9
Paras Hospital,87,3.2k, Patna ,Healthcare,Healthcare | Patna +62 other locations,2.4k,4.1
Hero FinCorp,80,5.8k, New Delhi ,NBFC,NBFC | New Delhi +393 other locations,2.4k,3.9
Emcure Pharmaceuticals,60,8.4k, Pune ,Pharma,Pharma | Pune +116 other locations,2.4k,3.6
Statestreet HCL Services,--,13.5k, Chennai ,BPO,BPO | Chennai +18 other locations,2.4k,3.4
Intellect Design Arena,29,13.5k, Chennai ,Software Product,Software Product | Chennai +40 other locations,2.4k,3.6
Biocon Limited,8,11.6k, Bengaluru ,Biotechnology,Biotechnology | Bengaluru +65 other locations,2.4k,4.1
Mahindra Rural Housing Finance,17,4.7k, Mumbai ,NBFC,NBFC | Mumbai +466 other locations,2.4k,4.0
Datamatics Global Services,62,11.7k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +37 other locations,2.4k,3.4
Mahindra Holidays & Resorts,66,5.9k, Mumbai ,Hospitality,Hospitality | Mumbai +113 other locations,2.4k,3.5
Adani Group,882,11.2k, Ahmedabad ,Power,Power | Ahmedabad +198 other locations,2.4k,3.8
CorroHealth Infotech,50,7.4k, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +35 other locations,2.4k,3.6
Taj Hotels Resorts and Palaces,470,4.8k, Mumbai ,Hospitality,Hospitality | Mumbai +111 other locations,2.4k,4.2
Aditya Birla Group,7,10k, Mumbai ,Metals & Mining,Metals & Mining | Mumbai +270 other locations,2.4k,4.1
Axis Direct,47,4.6k, Mumbai ,Financial Services,Financial Services | Mumbai +271 other locations,2.4k,3.6
Cadila Pharmaceuticals,108,8k, Ahmedabad ,Pharma,Pharma | Ahmedabad +135 other locations,2.4k,3.3
Syngene International,5,12.6k, Bengaluru ,Clinical Research,Clinical Research | Bengaluru +21 other locations,2.4k,3.8
Cholamandalam MS General Insurance,--,6k, Chennai ,Insurance,Insurance | Chennai +388 other locations,2.4k,3.7
3i Infotech,76,10.7k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +130 other locations,2.4k,3.4
Info Edge,371,11.3k, Noida ,Internet,Internet | Noida +69 other locations,2.4k,3.9
Capgemini Engineering,--,14.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +28 other locations,2.3k,3.4
Bureau Veritas,20,8.1k, Mumbai ,Other,Other | Mumbai +146 other locations,2.3k,3.8
TaskUs,292,9.5k, Indore ,BPO,BPO | Indore +35 other locations,2.3k,3.0
KocharTech,30,3.7k, Kolkata ,IT Services & Consulting,IT Services & Consulting | Kolkata +25 other locations,2.3k,3.6
Delhi Public School,174,5.3k, New Delhi ,Education & Training,Education & Training | New Delhi +276 other locations,2.3k,3.8
Aavas Financiers,42,5.5k, Jaipur ,NBFC,NBFC | Jaipur +294 other locations,2.3k,4.0
Cybage,19,17.2k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +15 other locations,2.3k,3.8
RMSI,14,8.8k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +25 other locations,2.3k,3.5
Xoriant,35,11.6k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +23 other locations,2.3k,4.1
Straive,96,10.2k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +31 other locations,2.3k,3.3
Sopra Steria,104,14.1k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +20 other locations,2.3k,3.9
Akums Drugs & Pharmaceuticals Limited,16,6.3k, Haridwar ,Pharma,Pharma | Haridwar +38 other locations,2.3k,4.2
Kia India,79,8.2k, Anantapur ,Automobile,Automobile | Anantapur +188 other locations,2.3k,4.0
Lifestyle,20,6.7k, Bengaluru ,Retail,Retail | Bengaluru +129 other locations,2.3k,4.2
GVK Emergency Management and Research Institute,60,4.6k, Lucknow ,Non-Profit,Non-Profit | Lucknow +214 other locations,2.3k,3.6
Eureka Forbes,8,5.6k, Mumbai ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Mumbai +185 other locations,2.3k,3.7
Sobha,48,8.3k, Bengaluru ,Real Estate,Real Estate | Bengaluru +38 other locations,2.3k,3.8
Apollo Pharmacy,1k,6.8k, Hyderabad ,Pharma,Pharma | Hyderabad +287 other locations,2.3k,3.6
Lodha,192,8.8k, Mumbai ,Real Estate,Real Estate | Mumbai +30 other locations,2.3k,4.2
Unacademy,39,10.2k, Bengaluru ,EdTech,EdTech | Bengaluru +73 other locations,2.3k,2.9
Radisson Hotels,399,5.1k, New Delhi ,Hospitality,Hospitality | New Delhi +129 other locations,2.2k,4.0
GAO Tek,--,260, New York ,Electrical Equipment,Electrical Equipment | New York +41 other locations,2.2k,4.5
Myntra,8,10.5k, Bengaluru ,Internet,Internet | Bengaluru +103 other locations,2.2k,3.9
Endurance Technologies Limited,20,7.8k, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +51 other locations,2.2k,3.9
SBI Securities,47,6.7k, Mumbai ,Financial Services,Financial Services | Mumbai +317 other locations,2.2k,3.6
Team Computers,178,8.5k, New Delhi ,IT Services & Consulting,IT Services & Consulting | New Delhi +107 other locations,2.2k,3.6
TCE,26,9.5k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +132 other locations,2.2k,3.8
Newgen Software Technologies,47,11.6k, Noida ,IT Services & Consulting,IT Services & Consulting | Noida +32 other locations,2.2k,4.0
Panasonic Life Solutions India,19,6.8k, Haridwar ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Haridwar +168 other locations,2.2k,3.9
AWL Agri Business,17,6.8k, Ahmedabad ,FMCG,FMCG | Ahmedabad +201 other locations,2.2k,4.0
Star Union Dai-ichi Life Insurance,14,5.3k, Mumbai ,Insurance,Insurance | Mumbai +321 other locations,2.2k,3.8
Lava International,1,4.4k, Noida ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Noida +222 other locations,2.2k,3.9
Daikin Airconditioning India Pvt. Ltd.,--,7.8k, Neemrana ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Neemrana +109 other locations,2.2k,4.2
Bharti AXA Life Insurance,32,5.2k, Mumbai ,Insurance,Insurance | Mumbai +243 other locations,2.2k,3.6
Cisco,177,18.8k, Bengaluru ,Hardware & Networking,Hardware & Networking | Bengaluru +46 other locations,2.2k,4.1
BNP Paribas,25,18.3k, Mumbai ,Banking,Banking | Mumbai +27 other locations,2.2k,3.7
Whirlpool,13,7.9k, Pune ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Pune +173 other locations,2.2k,4.0
SBI General Insurance,30,6.5k, Mumbai ,Insurance,Insurance | Mumbai +291 other locations,2.2k,3.6
Indian Railways,--,3.4k, Kolkata ,Railways,Railways | Kolkata +249 other locations,2.2k,4.2
Meesho,179,9.5k, Bengaluru ,Internet,Internet | Bengaluru +133 other locations,2.2k,3.7
Coromandel International,14,7.6k, Visakhapatnam ,Agro Chemicals,Agro Chemicals | Visakhapatnam +183 other locations,2.2k,4.1
GlaxoSmithKline Pharmaceuticals,39,5.7k, Bengaluru ,Pharma,Pharma | Bengaluru +216 other locations,2.2k,4.0
Renault Nissan Technology & Business Centre India,29,14.7k, Chennai ,Automobile,Automobile | Chennai +19 other locations,2.2k,3.7
Shahi Exports,44,6.9k, Bengaluru ,Fashion & Textile,Fashion & Textile | Bengaluru +72 other locations,2.2k,3.9
Ambuja Cements,--,6.1k, Mumbai ,Building Material,Building Material | Mumbai +261 other locations,2.2k,3.8
Sify Technologies,60,9.9k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +133 other locations,2.2k,3.6
